matkul,nim,nilai_angka,user,item,rating
Manajemen Rantai Pasok,H1101191057,2.5,1001,89,0.625
Manajemen Resiko TI,H1101191057,4.0,1001,90,1.0
Metodologi Penelitian dan Penulisan Ilmiah,H1101191057,3.0,1001,101,0.75
Pemrograman Komputer,H1101191057,3.0,1001,115,0.75
Pemrograman Visual,H1101191057,4.0,1001,118,1.0
Perencanaan Strategis SI/TI,H1101191057,1.0,1001,141,0.25
Praktikum Pemrograman Komputer,H1101191057,2.5,1001,151,0.625
Proyek Pengembangan Sistem Informasi,H1101191057,4.0,1001,161,1.0
Seminar,H1101191057,0.0,1001,172,0.0
Sistem Informasi Akuntansi dan Keuangan,H1101191057,2.5,1001,180,0.625
Skripsi,H1101191057,3.5,1001,194,0.875
Teknologi Bergerak,H1101191057,3.5,1001,206,0.875
Aplikasi Multimedia,H1101191058,4.0,1002,8,1.0
Data Mining,H1101191058,2.5,1002,27,0.625
Data Warehouse,H1101191058,3.5,1002,28,0.875
E-Government,H1101191058,4.0,1002,33,1.0
Gagasan dan Solusi Isu Pembangunan Desa,H1101191058,4.0,1002,41,1.0
Keamanan Informasi,H1101191058,4.0,1002,54,1.0
Kerja Praktek/KKN,H1101191058,4.0,1002,63,1.0
Komputasi Awan,H1101191058,3.5,1002,67,0.875
Laporan Akhir Proyek,H1101191058,3.5,1002,73,0.875
Manajemen Kualitas TI,H1101191058,4.0,1002,81,1.0
Manajemen Resiko TI,H1101191058,4.0,1002,90,1.0
Monitoring dan Evaluasi Pembangunan Desa,H1101191058,4.0,1002,103,1.0
Pengembangan Aplikasi Perangkat Bergerak,H1101191058,4.0,1002,131,1.0
Perencanaan Strategis SI/TI,H1101191058,3.5,1002,141,0.875
Presentasi Hasil Pembangunan Desa,H1101191058,4.0,1002,157,1.0
Seminar,H1101191058,0.0,1002,172,0.0
Seminar Proposal Kegiatan Pembangunan Desa,H1101191058,4.0,1002,173,1.0
Sistem Informasi Akuntansi dan Keuangan,H1101191058,3.5,1002,180,0.875
Sistem Informasi Geografis Lanjut,H1101191058,3.5,1002,184,0.875
Sistem Pendukung Keputusan,H1101191058,4.0,1002,191,1.0
Studi Kelayakan Desa,H1101191058,4.0,1002,198,1.0
Survey dan Observasi Desa,H1101191058,4.0,1002,201,1.0
Aplikasi Multimedia,H1101191059,4.0,1003,8,1.0
Data Mining,H1101191059,3.0,1003,27,0.75
Data Warehouse,H1101191059,3.5,1003,28,0.875
E-Business,H1101191059,3.0,1003,32,0.75
E-Government,H1101191059,4.0,1003,33,1.0
Integrasi Aplikasi Korporasi,H1101191059,3.0,1003,44,0.75
Keamanan Informasi,H1101191059,2.5,1003,54,0.625
Kerja Praktek/KKN,H1101191059,4.0,1003,63,1.0
Kewirausahaan Teknologi Informasi,H1101191059,4.0,1003,66,1.0
Komputasi Awan,H1101191059,3.5,1003,67,0.875
Manajemen Kualitas TI,H1101191059,3.0,1003,81,0.75
Manajemen Kualitas Teknologi Informasi,H1101191059,1.5,1003,82,0.375
Manajemen Rantai Pasok,H1101191059,3.0,1003,89,0.75
Manajemen Resiko TI,H1101191059,4.0,1003,90,1.0
Metodologi Penelitian dan Penulisan Ilmiah,H1101191059,4.0,1003,101,1.0
Pemrograman Visual,H1101191059,4.0,1003,118,1.0
Pemrograman Web II,H1101191059,4.0,1003,121,1.0
Perencanaan Strategis SI/TI,H1101191059,1.5,1003,141,0.375
Proyek Pengembangan Sistem Informasi,H1101191059,4.0,1003,161,1.0
Seminar,H1101191059,0.0,1003,172,0.0
Sistem Informasi Akuntansi dan Keuangan,H1101191059,3.0,1003,180,0.75
pemrograman Web I,H1101191059,4.0,1003,210,1.0
Data Mining,H1101191060,2.5,1004,27,0.625
Data Warehouse,H1101191060,3.5,1004,28,0.875
E-Government,H1101191060,4.0,1004,33,1.0
Integrasi Aplikasi Korporasi,H1101191060,3.0,1004,44,0.75
Keamanan Informasi,H1101191060,2.5,1004,54,0.625
Kerja Praktek/KKN,H1101191060,2.5,1004,63,0.625
Kewirausahaan Teknologi Informasi,H1101191060,4.0,1004,66,1.0
Komputasi Awan,H1101191060,3.5,1004,67,0.875
Manajemen Hubungan Pelanggan,H1101191060,0.0,1004,80,0.0
Manajemen Kualitas TI,H1101191060,4.0,1004,81,1.0
Manajemen Pengetahuan,H1101191060,3.0,1004,85,0.75
Manajemen Rantai Pasok,H1101191060,3.0,1004,89,0.75
Manajemen Resiko TI,H1101191060,3.0,1004,90,0.75
Metodologi Penelitian dan Penulisan Ilmiah,H1101191060,4.0,1004,101,1.0
Multimedia,H1101191060,4.0,1004,104,1.0
Pemrograman Berorientasi Objek,H1101191060,0.0,1004,112,0.0
Pemrograman Visual,H1101191060,4.0,1004,118,1.0
Pengembangan Aplikasi Perangkat Bergerak,H1101191060,0.0,1004,131,0.0
Perancangan UI/UX,H1101191060,0.0,1004,139,0.0
Praktikum Pemrograman Berorientasi Objek,H1101191060,0.0,1004,150,0.0
Proyek Pengembangan Sistem Informasi,H1101191060,2.5,1004,161,0.625
Seminar,H1101191060,0.0,1004,172,0.0
Sistem Informasi Akuntansi dan Keuangan,H1101191060,2.5,1004,180,0.625
Sistem Informasi Geografis Lanjut,H1101191060,3.0,1004,184,0.75
Sistem Pendukung Keputusan,H1101191060,4.0,1004,191,1.0
Teknologi Bergerak,H1101191060,1.5,1004,206,0.375
Visualisasi Data,H1101191060,3.5,1004,209,0.875
Data Mining,H1101191061,1.0,1005,27,0.25
Data Warehouse,H1101191061,2.5,1005,28,0.625
E-Business,H1101191061,3.0,1005,32,0.75
Keamanan Informasi,H1101191061,3.0,1005,54,0.75
Kerja Praktek/KKN,H1101191061,4.0,1005,63,1.0
Kewirausahaan Teknologi Informasi,H1101191061,3.0,1005,66,0.75
Manajemen Data dan Informasi,H1101191061,3.0,1005,79,0.75
Manajemen Kualitas TI,H1101191061,2.0,1005,81,0.5
Manajemen Rantai Pasok,H1101191061,3.0,1005,89,0.75
Manajemen Resiko TI,H1101191061,3.0,1005,90,0.75
Manajemen Sains Lanjut,H1101191061,4.0,1005,94,1.0
Metodologi Penelitian dan Penulisan Ilmiah,H1101191061,3.5,1005,101,0.875
Pemrograman Visual,H1101191061,4.0,1005,118,1.0
Perencanaan Strategis SI/TI,H1101191061,2.0,1005,141,0.5
Proyek Pengembangan Sistem Informasi,H1101191061,3.5,1005,161,0.875
Seminar,H1101191061,0.0,1005,172,0.0
Sistem Informasi Akuntansi dan Keuangan,H1101191061,2.5,1005,180,0.625
Tata Kelola dan Audit SI,H1101191061,2.5,1005,203,0.625
Teknologi Bergerak,H1101191061,4.0,1005,206,1.0
Data Mining,H1101191062,3.0,1006,27,0.75
Data Warehouse,H1101191062,4.0,1006,28,1.0
Integrasi Aplikasi Korporasi,H1101191062,3.0,1006,44,0.75
Keamanan Informasi,H1101191062,4.0,1006,54,1.0
Kerja Praktek/KKN,H1101191062,3.5,1006,63,0.875
Kewirausahaan Teknologi Informasi,H1101191062,4.0,1006,66,1.0
Komputasi Awan,H1101191062,3.5,1006,67,0.875
Manajemen Rantai Pasok,H1101191062,3.5,1006,89,0.875
Manajemen Sains Lanjut,H1101191062,4.0,1006,94,1.0
Metodologi Penelitian dan Penulisan Ilmiah,H1101191062,3.5,1006,101,0.875
Multimedia,H1101191062,4.0,1006,104,1.0
Pemrograman Visual,H1101191062,4.0,1006,118,1.0
Perencanaan Strategis SI/TI,H1101191062,3.0,1006,141,0.75
Proyek Pengembangan Sistem Informasi,H1101191062,3.5,1006,161,0.875
Seminar,H1101191062,0.0,1006,172,0.0
Sistem Informasi Akuntansi dan Keuangan,H1101191062,3.0,1006,180,0.75
Tata Kelola dan Audit SI,H1101191062,3.0,1006,203,0.75
Teknologi Bergerak,H1101191062,4.0,1006,206,1.0
Aplikasi Multimedia,H1101191063,4.0,1007,8,1.0
Data Mining,H1101191063,2.5,1007,27,0.625
Data Warehouse,H1101191063,3.5,1007,28,0.875
E-Business,H1101191063,3.5,1007,32,0.875
E-Government,H1101191063,4.0,1007,33,1.0
Integrasi Aplikasi Korporasi,H1101191063,3.5,1007,44,0.875
Keamanan Informasi,H1101191063,2.0,1007,54,0.5
Kerja Praktek/KKN,H1101191063,4.0,1007,63,1.0
Kewirausahaan Teknologi Informasi,H1101191063,4.0,1007,66,1.0
Komputasi Awan,H1101191063,3.5,1007,67,0.875
Manajemen Data dan Informasi,H1101191063,4.0,1007,79,1.0
Manajemen Pengetahuan,H1101191063,3.0,1007,85,0.75
Manajemen Rantai Pasok,H1101191063,3.5,1007,89,0.875
Manajemen Resiko Teknologi Informasi,H1101191063,2.0,1007,91,0.5
Metodologi Penelitian dan Penulisan Ilmiah,H1101191063,4.0,1007,101,1.0
Pemrograman Visual,H1101191063,4.0,1007,118,1.0
Pemrograman Web II,H1101191063,4.0,1007,121,1.0
Perencanaan Strategis SI/TI,H1101191063,1.0,1007,141,0.25
Proyek Pengembangan Sistem Informasi,H1101191063,4.0,1007,161,1.0
Seminar,H1101191063,0.0,1007,172,0.0
Sistem Informasi Akuntansi dan Keuangan,H1101191063,3.0,1007,180,0.75
Sistem Pendukung Keputusan,H1101191063,4.0,1007,191,1.0
Tugas Akhir,H1101191063,4.0,1007,208,1.0
pemrograman Web I,H1101191063,4.0,1007,210,1.0
Data Mining,H1101191064,3.5,1008,27,0.875
Data Warehouse,H1101191064,3.5,1008,28,0.875
E-Business,H1101191064,3.5,1008,32,0.875
E-Government,H1101191064,4.0,1008,33,1.0
Integrasi Aplikasi Korporasi,H1101191064,3.5,1008,44,0.875
Keamanan Informasi,H1101191064,4.0,1008,54,1.0
Kerja Praktek/KKN,H1101191064,4.0,1008,63,1.0
Kewirausahaan Teknologi Informasi,H1101191064,4.0,1008,66,1.0
Komputasi Awan,H1101191064,3.5,1008,67,0.875
Manajemen Kualitas Teknologi Informasi,H1101191064,3.5,1008,82,0.875
Manajemen Rantai Pasok,H1101191064,4.0,1008,89,1.0
Manajemen Resiko TI,H1101191064,4.0,1008,90,1.0
Metodologi Penelitian dan Penulisan Ilmiah,H1101191064,4.0,1008,101,1.0
Pemrograman Visual,H1101191064,4.0,1008,118,1.0
Perencanaan Strategis SI/TI,H1101191064,3.5,1008,141,0.875
Proyek Pengembangan Sistem Informasi,H1101191064,4.0,1008,161,1.0
Seminar,H1101191064,0.0,1008,172,0.0
Sistem Informasi Akuntansi dan Keuangan,H1101191064,3.5,1008,180,0.875
Teknologi Bergerak,H1101191064,2.5,1008,206,0.625
Tugas Akhir,H1101191064,4.0,1008,208,1.0
Data Mining,H1101191065,4.0,1009,27,1.0
Data Warehouse,H1101191065,3.5,1009,28,0.875
E-Business,H1101191065,3.5,1009,32,0.875
Keamanan Informasi,H1101191065,3.5,1009,54,0.875
Kerja Praktek/KKN,H1101191065,4.0,1009,63,1.0
Kewirausahaan Teknologi Informasi,H1101191065,4.0,1009,66,1.0
Komputasi Awan,H1101191065,4.0,1009,67,1.0
Manajemen Data dan Informasi,H1101191065,4.0,1009,79,1.0
Manajemen Kualitas TI,H1101191065,4.0,1009,81,1.0
Manajemen Rantai Pasok,H1101191065,3.5,1009,89,0.875
Manajemen Resiko Teknologi Informasi,H1101191065,4.0,1009,91,1.0
Manajemen Sains Lanjut,H1101191065,3.5,1009,94,0.875
Metodologi Penelitian dan Penulisan Ilmiah,H1101191065,3.5,1009,101,0.875
Multimedia,H1101191065,4.0,1009,104,1.0
Pemrograman Visual,H1101191065,4.0,1009,118,1.0
Perencanaan Strategis SI/TI,H1101191065,3.0,1009,141,0.75
Proyek Pengembangan Sistem Informasi,H1101191065,4.0,1009,161,1.0
Seminar,H1101191065,3.5,1009,172,0.875
Sistem Informasi Akuntansi dan Keuangan,H1101191065,3.5,1009,180,0.875
Sistem Informasi Kesehatan,H1101191065,3.0,1009,185,0.75
Teknologi Bergerak,H1101191065,4.0,1009,206,1.0
Tugas Akhir,H1101191065,3.5,1009,208,0.875
Aplikasi Multimedia,H1101191066,2.5,1010,8,0.625
Data Mining,H1101191066,4.0,1010,27,1.0
Data Warehouse,H1101191066,4.0,1010,28,1.0
E-Business,H1101191066,2.5,1010,32,0.625
E-Government,H1101191066,2.5,1010,33,0.625
Integrasi Aplikasi Korporasi,H1101191066,4.0,1010,44,1.0
Kecerdasan Bisnis,H1101191066,3.5,1010,58,0.875
Kerja Praktek/KKN,H1101191066,3.5,1010,63,0.875
Komputasi Awan,H1101191066,3.5,1010,67,0.875
Manajemen Kualitas TI,H1101191066,2.5,1010,81,0.625
Manajemen Pemasaran Bisnis,H1101191066,4.0,1010,84,1.0
Manajemen Pengetahuan,H1101191066,3.0,1010,85,0.75
Manajemen Rantai Pasok,H1101191066,1.0,1010,89,0.25
Manajemen Resiko TI,H1101191066,3.5,1010,90,0.875
Metodologi Penelitian dan Penulisan Ilmiah,H1101191066,2.5,1010,101,0.625
Proyek Pengembangan Sistem Informasi,H1101191066,3.5,1010,161,0.875
Seminar,H1101191066,0.0,1010,172,0.0
Sistem Pendukung Keputusan,H1101191066,4.0,1010,191,1.0
Tata Kelola dan Audit SI,H1101191066,3.5,1010,203,0.875
Teknologi Bergerak,H1101191066,2.5,1010,206,0.625
Aljabar Linear,H1101191067,0.0,1011,3,0.0
Analisis dan Perancangan Sistem Informasi,H1101191067,2.5,1011,7,0.625
Basis Data,H1101191067,0.0,1011,16,0.0
Data Mining,H1101191067,0.0,1011,27,0.0
Data Warehouse,H1101191067,3.5,1011,28,0.875
Desain dan Manajemen Jaringan,H1101191067,4.0,1011,30,1.0
E-Business,H1101191067,3.0,1011,32,0.75
E-Government,H1101191067,4.0,1011,33,1.0
Kecerdasan Bisnis,H1101191067,3.5,1011,58,0.875
Kerja Praktek/KKN,H1101191067,4.0,1011,63,1.0
Kewirausahaan Teknologi Informasi,H1101191067,3.5,1011,66,0.875
Komputasi Awan,H1101191067,4.0,1011,67,1.0
Manajemen Data dan Informasi,H1101191067,3.5,1011,79,0.875
Manajemen Kualitas TI,H1101191067,3.5,1011,81,0.875
Manajemen Pemasaran Bisnis,H1101191067,3.0,1011,84,0.75
Manajemen Pengetahuan,H1101191067,2.0,1011,85,0.5
Manajemen Rantai Pasok,H1101191067,2.0,1011,89,0.5
Matematika,H1101191067,2.0,1011,96,0.5
Matematika I,H1101191067,1.5,1011,98,0.375
Metodologi Penelitian dan Penulisan Ilmiah,H1101191067,2.0,1011,101,0.5
Multimedia,H1101191067,3.5,1011,104,0.875
Pemrograman Web II,H1101191067,4.0,1011,121,1.0
Proyek Pengembangan Sistem Informasi,H1101191067,4.0,1011,161,1.0
Rekayasa Perangkat Lunak,H1101191067,1.0,1011,166,0.25
pemrograman Web I,H1101191067,2.5,1011,210,0.625
Basis Data,H1101191068,0.0,1012,16,0.0
Data Warehouse,H1101191068,0.0,1012,28,0.0
Keamanan Informasi,H1101191068,0.0,1012,54,0.0
Kewirausahaan Teknologi Informasi,H1101191068,0.0,1012,66,0.0
Manajemen Rantai Pasok,H1101191068,1.0,1012,89,0.25
Matematika I,H1101191068,3.0,1012,98,0.75
Metodologi Penelitian dan Penulisan Ilmiah,H1101191068,1.5,1012,101,0.375
Pemrograman Visual,H1101191068,4.0,1012,118,1.0
Pemrograman Web II,H1101191068,0.0,1012,121,0.0
Proyek Pengembangan Sistem Informasi,H1101191068,2.5,1012,161,0.625
Sistem Informasi Akuntansi dan Keuangan,H1101191068,0.0,1012,180,0.0
pemrograman Web I,H1101191068,4.0,1012,210,1.0
Bisnis Cerdas,H1101191069,3.5,1013,20,0.875
Data Mining,H1101191069,4.0,1013,27,1.0
Data Warehouse,H1101191069,4.0,1013,28,1.0
E-Government,H1101191069,4.0,1013,33,1.0
Keamanan Informasi,H1101191069,4.0,1013,54,1.0
Kerja Praktek/KKN,H1101191069,4.0,1013,63,1.0
Kewirausahaan Teknologi Informasi,H1101191069,4.0,1013,66,1.0
Komputasi Awan,H1101191069,4.0,1013,67,1.0
Manajemen Rantai Pasok,H1101191069,4.0,1013,89,1.0
Manajemen Sains Lanjut,H1101191069,4.0,1013,94,1.0
Metodologi Penelitian dan Penulisan Ilmiah,H1101191069,4.0,1013,101,1.0
Pemrograman Visual,H1101191069,4.0,1013,118,1.0
Perencanaan Strategis SI/TI,H1101191069,3.5,1013,141,0.875
Proyek Pengembangan Sistem Informasi,H1101191069,4.0,1013,161,1.0
Seminar,H1101191069,4.0,1013,172,1.0
Sistem Informasi Akuntansi dan Keuangan,H1101191069,3.5,1013,180,0.875
Sistem Informasi Kesehatan,H1101191069,3.5,1013,185,0.875
Sistem Pendukung Keputusan,H1101191069,4.0,1013,191,1.0
Teknologi Bergerak,H1101191069,4.0,1013,206,1.0
Tugas Akhir,H1101191069,4.0,1013,208,1.0
Algoritma dan Struktur Data,H1101191070,1.5,1014,2,0.375
Aljabar Linear,H1101191070,4.0,1014,3,1.0
Analisis dan Perancangan Sistem Informasi,H1101191070,3.0,1014,7,0.75
Aplikasi Multimedia,H1101191070,2.5,1014,8,0.625
Data Mining,H1101191070,2.0,1014,27,0.5
Data Warehouse,H1101191070,3.5,1014,28,0.875
Desain dan Manajemen Jaringan,H1101191070,3.0,1014,30,0.75
E-Business,H1101191070,3.5,1014,32,0.875
E-Government,H1101191070,2.0,1014,33,0.5
Keamanan Informasi,H1101191070,0.0,1014,54,0.0
Kecerdasan Bisnis,H1101191070,3.5,1014,58,0.875
Kerja Praktek/KKN,H1101191070,2.5,1014,63,0.625
Kewirausahaan Teknologi Informasi,H1101191070,3.5,1014,66,0.875
Komputasi Awan,H1101191070,3.5,1014,67,0.875
Manajemen Kualitas TI,H1101191070,3.0,1014,81,0.75
Manajemen Pemasaran Bisnis,H1101191070,3.0,1014,84,0.75
Manajemen Pengetahuan,H1101191070,1.0,1014,85,0.25
Manajemen Rantai Pasok,H1101191070,2.0,1014,89,0.5
Matematika I,H1101191070,2.5,1014,98,0.625
Metodologi Penelitian dan Penulisan Ilmiah,H1101191070,2.0,1014,101,0.5
Pemrograman Visual,H1101191070,4.0,1014,118,1.0
Perencanaan Strategis SI/TI,H1101191070,1.0,1014,141,0.25
Proyek Pengembangan Sistem Informasi,H1101191070,2.0,1014,161,0.5
Seminar,H1101191070,2.0,1014,172,0.5
Sistem Informasi Akuntansi dan Keuangan,H1101191070,1.0,1014,180,0.25
Sistem Pendukung Keputusan,H1101191070,3.0,1014,191,0.75
Teknologi Bergerak,H1101191070,2.0,1014,206,0.5
Data Mining,H1101191071,2.5,1015,27,0.625
Data Warehouse,H1101191071,3.0,1015,28,0.75
E-Business,H1101191071,3.5,1015,32,0.875
E-Government,H1101191071,4.0,1015,33,1.0
Kerja Praktek/KKN,H1101191071,3.5,1015,63,0.875
Kewirausahaan Teknologi Informasi,H1101191071,3.5,1015,66,0.875
Komputasi Awan,H1101191071,4.0,1015,67,1.0
Manajemen Kualitas TI,H1101191071,4.0,1015,81,1.0
Manajemen Pengetahuan,H1101191071,4.0,1015,85,1.0
Manajemen Rantai Pasok,H1101191071,3.0,1015,89,0.75
Matematika I,H1101191071,3.0,1015,98,0.75
Metodologi Penelitian dan Penulisan Ilmiah,H1101191071,2.0,1015,101,0.5
Multimedia,H1101191071,4.0,1015,104,1.0
Pemrograman Visual,H1101191071,4.0,1015,118,1.0
Pemrograman Web II,H1101191071,3.5,1015,121,0.875
Pengembangan Aplikasi Perangkat Bergerak,H1101191071,3.5,1015,131,0.875
Perencanaan Strategis SI/TI,H1101191071,1.5,1015,141,0.375
Proyek Pengembangan Sistem Informasi,H1101191071,3.5,1015,161,0.875
Seminar,H1101191071,0.0,1015,172,0.0
Sistem Informasi Akuntansi dan Keuangan,H1101191071,2.0,1015,180,0.5
Sistem Pendukung Keputusan,H1101191071,4.0,1015,191,1.0
Tugas Akhir,H1101191071,4.0,1015,208,1.0
pemrograman Web I,H1101191071,2.5,1015,210,0.625
Data Mining,H1101191072,0.0,1016,27,0.0
Data Warehouse,H1101191072,3.5,1016,28,0.875
E-Business,H1101191072,2.5,1016,32,0.625
Keamanan Informasi,H1101191072,0.0,1016,54,0.0
Kecerdasan Bisnis,H1101191072,3.5,1016,58,0.875
Kewirausahaan Teknologi Informasi,H1101191072,3.5,1016,66,0.875
Komputasi Awan,H1101191072,4.0,1016,67,1.0
Manajemen Kualitas TI,H1101191072,3.0,1016,81,0.75
Manajemen Pemasaran Bisnis,H1101191072,3.0,1016,84,0.75
Manajemen Pengetahuan,H1101191072,2.5,1016,85,0.625
Manajemen Rantai Pasok,H1101191072,1.0,1016,89,0.25
Manajemen Sains Dasar,H1101191072,0.0,1016,93,0.0
Matematika,H1101191072,1.5,1016,96,0.375
Metodologi Penelitian dan Penulisan Ilmiah,H1101191072,0.0,1016,101,0.0
Pemrograman Komputer,H1101191072,2.0,1016,115,0.5
Pemrograman Web Lanjut,H1101191072,3.0,1016,122,0.75
Pengantar Teknologi dan Sistem Informasi,H1101191072,3.0,1016,129,0.75
Perencanaan Strategis SI/TI,H1101191072,1.0,1016,141,0.25
Praktikum Pemrograman Komputer,H1101191072,1.0,1016,151,0.25
Praktikum Pemrograman Web Lanjut,H1101191072,0.0,1016,153,0.0
Sistem Informasi Akuntansi dan Keuangan,H1101191072,2.0,1016,180,0.5
Sistem Pendukung Keputusan,H1101191072,3.0,1016,191,0.75
Teknologi Bergerak,H1101191072,0.0,1016,206,0.0
Aplikasi Multimedia,H1101191073,3.5,1017,8,0.875
Data Mining,H1101191073,2.5,1017,27,0.625
Data Warehouse,H1101191073,4.0,1017,28,1.0
E-Business,H1101191073,3.0,1017,32,0.75
Integrasi Aplikasi Korporasi,H1101191073,3.0,1017,44,0.75
Keamanan Informasi,H1101191073,2.0,1017,54,0.5
Kerja Praktek/KKN,H1101191073,4.0,1017,63,1.0
Kewirausahaan Teknologi Informasi,H1101191073,4.0,1017,66,1.0
Komputasi Awan,H1101191073,4.0,1017,67,1.0
Manajemen Rantai Pasok,H1101191073,2.0,1017,89,0.5
Metodologi Penelitian dan Penulisan Ilmiah,H1101191073,3.0,1017,101,0.75
Pemrograman Visual,H1101191073,4.0,1017,118,1.0
Perencanaan Strategis SI/TI,H1101191073,1.5,1017,141,0.375
Proyek Pengembangan Sistem Informasi,H1101191073,4.0,1017,161,1.0
Seminar,H1101191073,4.0,1017,172,1.0
Sistem Informasi Akuntansi dan Keuangan,H1101191073,3.0,1017,180,0.75
Sistem Pendukung Keputusan,H1101191073,3.0,1017,191,0.75
Tata Kelola dan Audit SI,H1101191073,3.0,1017,203,0.75
Teknologi Bergerak,H1101191073,4.0,1017,206,1.0
Tugas Akhir,H1101191073,4.0,1017,208,1.0
Analisis dan Perancangan Sistem Informasi,H1101201001,4.0,1018,7,1.0
Arsitektur Perusahaan,H1101201001,4.0,1018,10,1.0
Basis Data,H1101201001,4.0,1018,16,1.0
Berpikir Kritis dan Kreatif,H1101201001,3.5,1018,18,0.875
Desain dan Manajemen Jaringan,H1101201001,4.0,1018,30,1.0
Etika Profesi,H1101201001,4.0,1018,35,1.0
Implementasi Konsep Keilmuan,H1101201001,3.5,1018,42,0.875
Inovasi dan Kreatifitas Bisnis,H1101201001,4.0,1018,43,1.0
Interaksi Manusia dan Komputer,H1101201001,4.0,1018,45,1.0
Kerja Praktek/KKN,H1101201001,4.0,1018,63,1.0
Kewarganegaraan,H1101201001,4.0,1018,64,1.0
Komputasi Awan,H1101201001,4.0,1018,67,1.0
Laporan Akhir Studi Independen,H1101201001,3.5,1018,74,0.875
Laporan Kemajuan Bisnis,H1101201001,4.0,1018,76,1.0
Manajemen Merk,H1101201001,4.0,1018,83,1.0
Manajemen Pemasaran Bisnis,H1101201001,4.0,1018,84,1.0
Manajemen Pengetahuan,H1101201001,3.5,1018,85,0.875
Manajemen Proyek SI,H1101201001,4.0,1018,88,1.0
Manajemen Sains,H1101201001,4.0,1018,92,1.0
Pemrograman Berorientasi Objek,H1101201001,3.5,1018,112,0.875
Pemrograman Web II,H1101201001,4.0,1018,121,1.0
Pengelolaan Hubungan Pelanggan,H1101201001,4.0,1018,130,1.0
Perencanaan dan Strategi Bisnis,H1101201001,4.0,1018,142,1.0
Presentasi Akhir Proyek,H1101201001,3.5,1018,156,0.875
Proyek Akhir Studi Independen,H1101201001,3.5,1018,160,0.875
Proyek Pengembangan Sistem Informasi,H1101201001,4.0,1018,161,1.0
Refleksi Diri pada Studi Independensi,H1101201001,3.5,1018,165,0.875
Rekayasa Perangkat Lunak,H1101201001,3.5,1018,166,0.875
Seminar,H1101201001,3.5,1018,172,0.875
Sikap Kedisiplinan dan Tanggung Jawab,H1101201001,3.5,1018,176,0.875
Sistem Pendukung Keputusan,H1101201001,4.0,1018,191,1.0
Studi Kelayakan Bisnis,H1101201001,4.0,1018,197,1.0
Tata Kelola Keuangan Bisnis,H1101201001,4.0,1018,202,1.0
Tugas Akhir,H1101201001,4.0,1018,208,1.0
pemrograman Web I,H1101201001,4.0,1018,210,1.0
Analisis dan Perancangan Sistem Informasi,H1101201002,4.0,1019,7,1.0
Arsitektur Perusahaan,H1101201002,4.0,1019,10,1.0
Basis Data,H1101201002,3.5,1019,16,0.875
Desain dan Manajemen Jaringan,H1101201002,4.0,1019,30,1.0
Etika Profesi,H1101201002,4.0,1019,35,1.0
Gagasan dan Solusi Isu Pembangunan Desa,H1101201002,4.0,1019,41,1.0
Inovasi dan Kreatifitas Bisnis,H1101201002,4.0,1019,43,1.0
Interaksi Manusia dan Komputer,H1101201002,4.0,1019,45,1.0
Kerja Praktek/KKN,H1101201002,4.0,1019,63,1.0
Kewarganegaraan,H1101201002,4.0,1019,64,1.0
Laporan Akhir Proyek,H1101201002,4.0,1019,73,1.0
Laporan Kemajuan Bisnis,H1101201002,4.0,1019,76,1.0
Manajemen Data dan Informasi,H1101201002,4.0,1019,79,1.0
Manajemen Kualitas Teknologi Informasi,H1101201002,3.5,1019,82,0.875
Manajemen Merk,H1101201002,4.0,1019,83,1.0
Manajemen Pemasaran Bisnis,H1101201002,4.0,1019,84,1.0
Manajemen Proyek SI,H1101201002,4.0,1019,88,1.0
Manajemen Sains,H1101201002,4.0,1019,92,1.0
Metodologi Penelitian dan Penulisan Ilmiah,H1101201002,3.0,1019,101,0.75
Monitoring dan Evaluasi Pembangunan Desa,H1101201002,4.0,1019,103,1.0
Pemrograman Berorientasi Objek,H1101201002,3.0,1019,112,0.75
Pemrograman Web II,H1101201002,4.0,1019,121,1.0
Pengelolaan Hubungan Pelanggan,H1101201002,4.0,1019,130,1.0
Perencanaan Strategis SI/TI,H1101201002,3.0,1019,141,0.75
Perencanaan dan Strategi Bisnis,H1101201002,4.0,1019,142,1.0
Presentasi Hasil Pembangunan Desa,H1101201002,4.0,1019,157,1.0
Rekayasa Perangkat Lunak,H1101201002,4.0,1019,166,1.0
Seminar,H1101201002,3.5,1019,172,0.875
Seminar Proposal Kegiatan Pembangunan Desa,H1101201002,4.0,1019,173,1.0
Sistem Informasi Kesehatan,H1101201002,3.5,1019,185,0.875
Studi Kelayakan Bisnis,H1101201002,4.0,1019,197,1.0
Studi Kelayakan Desa,H1101201002,4.0,1019,198,1.0
Survey dan Observasi Desa,H1101201002,4.0,1019,201,1.0
Tata Kelola Keuangan Bisnis,H1101201002,4.0,1019,202,1.0
Tugas Akhir,H1101201002,4.0,1019,208,1.0
pemrograman Web I,H1101201002,4.0,1019,210,1.0
Analisis dan Perancangan Sistem Informasi,H1101201003,3.5,1020,7,0.875
Arsitektur Perusahaan,H1101201003,4.0,1020,10,1.0
Basis Data,H1101201003,4.0,1020,16,1.0
Berpikir Kritis dan Kreatif,H1101201003,4.0,1020,18,1.0
Desain dan Manajemen Jaringan,H1101201003,4.0,1020,30,1.0
Etika Profesi,H1101201003,4.0,1020,35,1.0
Implementasi Konsep Keilmuan,H1101201003,4.0,1020,42,1.0
